date,shift,sl,Foffered,offered,Handled,Aband,ASA,staff,truegroup
7/1/2023 9:00,09:00 - 09:15 ,0.99,955,1206,1192,14,0.38,592,3
7/1/2023 9:15,09:15 - 09:30 ,0.96,1002,1067,1030,36,1.12,663,3
7/1/2023 9:30,09:30 - 09:45 ,0.84,1016,1117,1035,81,1.29,674,3
7/1/2023 9:45,09:45 - 10:00 ,0.67,998,1045,974,70,1.55,655,2
7/1/2023 10:00,10:00 - 10:15 ,0.81,1002,1124,1051,73,1.21,664,3
7/1/2023 10:15,10:15 - 10:30 ,0.27,1028,1097,947,150,2.14,652,0
7/1/2023 10:30,10:30 - 10:45 ,0.33,1052,1228,1043,181,2.17,642,0
7/1/2023 10:45,10:45 - 11:00 ,0.23,1059,1189,980,208,2.39,650,0
7/1/2023 11:00,11:00 - 11:15 ,0.18,1050,1201,994,207,2.6,646,0
7/1/2023 11:15,11:15 - 11:30 ,0.27,1035,1198,1025,173,2.28,648,0
7/1/2023 11:30,11:30 - 11:45 ,0.54,1018,1125,1015,109,1.71,654,1
7/1/2023 11:45,11:45 - 12:00 ,0.64,994,1052,950,100,1.62,650,1
7/1/2023 12:00,12:00 - 12:15 ,0.27,967,1007,835,171,2.27,581,0
7/1/2023 12:15,12:15 - 12:30 ,0.79,952,1091,1032,59,1.44,648,2
7/1/2023 12:30,12:30 - 12:45 ,0.96,942,1082,1038,44,0.95,662,3
7/1/2023 12:45,12:45 - 13:00 ,0.95,933,927,891,35,0.82,631,3
7/1/2023 13:00,13:00 - 13:15 ,0.28,930,934,753,181,2.25,521,0
7/1/2023 13:15,13:15 - 13:30 ,0.25,934,1034,869,165,2.29,538,0
7/1/2023 13:30,13:30 - 13:45 ,0.4,938,966,852,114,2.02,561,0
7/1/2023 13:45,13:45 - 14:00 ,0.56,938,965,879,86,1.71,567,1
7/1/2023 14:00,14:00 - 14:15 ,0.61,938,1075,983,90,1.66,608,1
7/1/2023 14:15,14:15 - 14:30 ,0.95,938,967,925,41,1.01,665,3
7/1/2023 14:30,14:30 - 14:45 ,0.98,938,951,938,12,0.43,672,3
7/1/2023 14:45,14:45 - 15:00 ,0.99,935,926,924,2,0.36,677,3
7/1/2023 15:00,15:00 - 15:15 ,0.98,931,915,901,13,0.41,639,3
7/1/2023 15:15,15:15 - 15:30 ,0.94,931,910,864,46,0.98,605,3
7/1/2023 15:30,15:30 - 15:45 ,0.91,932,967,906,51,1.36,616,3
7/1/2023 15:45,15:45 - 16:00 ,0.69,934,992,897,94,1.61,607,2
7/1/2023 16:00,16:00 - 16:15 ,0.66,934,1062,972,90,1.66,635,2
7/1/2023 16:15,16:15 - 16:30 ,0.78,934,1026,947,79,1.58,667,2
7/1/2023 16:30,16:30 - 16:45 ,0.87,931,1033,981,52,1.21,676,3
7/1/2023 16:45,16:45 - 17:00 ,0.9,922,943,898,45,1.32,644,3
7/1/2023 17:00,17:00 - 17:15 ,0.44,902,889,772,116,1.98,584,0
7/1/2023 17:15,17:15 - 17:30 ,0.34,881,1065,938,127,2.16,593,0
7/1/2023 17:30,17:30 - 17:45 ,0.35,859,1007,892,115,2.06,568,0
7/1/2023 17:45,17:45 - 18:00 ,0.8,827,846,796,50,1.48,557,2
7/1/2023 18:00,18:00 - 18:15 ,0.63,794,976,850,126,1.66,538,1
7/1/2023 18:15,18:15 - 18:30 ,0.59,769,904,779,125,1.78,545,1
7/1/2023 18:30,18:30 - 18:45 ,0.89,750,882,797,82,1.14,550,3
7/1/2023 18:45,18:45 - 19:00 ,0.87,733,838,756,80,1.11,542,3
7/1/2023 19:00,19:00 - 19:15 ,0.61,720,876,743,133,1.75,490,1
7/1/2023 19:15,19:15 - 19:30 ,0.9,711,746,677,69,1.15,482,3
7/1/2023 19:30,19:30 - 19:45 ,0.89,702,710,645,62,1.37,473,3
7/1/2023 19:45,19:45 - 20:00 ,0.69,689,772,661,111,1.78,471,2
7/1/2023 20:00,20:00 - 20:15 ,0.28,667,802,644,156,2.22,465,0
7/1/2023 20:15,20:15 - 20:30 ,0.78,638,738,675,63,1.3,471,2
7/1/2023 20:30,20:30 - 20:45 ,0.97,627,652,636,16,0.25,491,3
7/1/2023 20:45,20:45 - 21:00 ,0.97,619,535,522,12,0.16,489,3
7/1/2023 21:00,21:00 - 21:15 ,0.98,588,49,48,1,0.16,436,3
7/1/2023 21:15,21:15 - 21:30 ,1,0,0,0,0,0,103,3
7/2/2023 9:00,09:00 - 09:15 ,0.97,987,1297,1264,7,0.28,709,3
7/2/2023 9:15,09:15 - 09:30 ,0.98,1034,1050,1033,13,0.45,800,3
7/2/2023 9:30,09:30 - 09:45 ,0.96,1046,1045,1012,2,0.31,778,3
7/2/2023 9:45,09:45 - 10:00 ,0.99,1017,978,967,3,0.27,760,3
7/2/2023 10:00,10:00 - 10:15 ,0.96,1009,1122,1086,4,0.3,752,3
7/2/2023 10:15,10:15 - 10:30 ,0.98,1031,1043,1023,7,0.5,748,3
7/2/2023 10:30,10:30 - 10:45 ,0.96,1053,1058,1021,5,0.36,756,3
7/2/2023 10:45,10:45 - 11:00 ,0.97,1055,1043,1024,12,0.4,753,3
7/2/2023 11:00,11:00 - 11:15 ,0.82,1043,1104,1013,71,1.33,719,3
7/2/2023 11:15,11:15 - 11:30 ,0.85,1026,1124,1055,61,1.32,723,3
7/2/2023 11:30,11:30 - 11:45 ,0.92,1006,1151,1094,40,1.07,728,3
7/2/2023 11:45,11:45 - 12:00 ,0.98,984,1025,1013,7,0.35,719,3
7/2/2023 12:00,12:00 - 12:15 ,0.95,958,925,878,20,0.87,626,3
7/2/2023 12:15,12:15 - 12:30 ,0.98,934,1093,1075,10,0.36,744,3
7/2/2023 12:30,12:30 - 12:45 ,0.96,919,1044,1006,7,0.3,749,3
7/2/2023 12:45,12:45 - 13:00 ,0.99,907,907,896,4,0.26,703,3
7/2/2023 13:00,13:00 - 13:15 ,0.74,893,924,812,87,1.28,580,2
7/2/2023 13:15,13:15 - 13:30 ,0.5,885,977,863,108,1.77,594,0
7/2/2023 13:30,13:30 - 13:45 ,0.85,884,952,893,32,1.02,642,3
7/2/2023 13:45,13:45 - 14:00 ,0.97,887,900,871,25,0.67,650,3
7/2/2023 14:00,14:00 - 14:15 ,0.97,891,962,933,3,0.26,659,3
7/2/2023 14:15,14:15 - 14:30 ,0.98,901,886,876,1,0.24,689,3
7/2/2023 14:30,14:30 - 14:45 ,0.94,913,942,898,14,0.49,699,3
7/2/2023 14:45,14:45 - 15:00 ,0.98,922,887,874,8,0.37,692,3
7/2/2023 15:00,15:00 - 15:15 ,0.88,927,981,910,34,0.96,655,3
7/2/2023 15:15,15:15 - 15:30 ,0.94,934,953,903,37,0.9,682,3
7/2/2023 15:30,15:30 - 15:45 ,0.93,937,1012,946,38,0.92,679,3
7/2/2023 15:45,15:45 - 16:00 ,0.91,935,923,859,59,1.1,695,3
7/2/2023 16:00,16:00 - 16:15 ,0.48,934,1007,889,89,1.72,688,0
7/2/2023 16:15,16:15 - 16:30 ,0.65,932,955,875,73,1.48,709,1
7/2/2023 16:30,16:30 - 16:45 ,0.85,929,1051,973,46,1.26,742,3
7/2/2023 16:45,16:45 - 17:00 ,0.95,918,934,893,33,0.94,743,3
7/2/2023 17:00,17:00 - 17:15 ,0.7,898,961,865,70,1.47,675,2
7/2/2023 17:15,17:15 - 17:30 ,0.93,876,1003,953,42,1.04,696,3
7/2/2023 17:30,17:30 - 17:45 ,0.94,856,971,922,23,0.75,703,3
7/2/2023 17:45,17:45 - 18:00 ,0.95,832,851,824,19,0.52,660,3
7/2/2023 18:00,18:00 - 18:15 ,0.86,806,1002,880,97,1.01,592,3
7/2/2023 18:15,18:15 - 18:30 ,0.83,790,960,822,126,1.4,598,3
7/2/2023 18:30,18:30 - 18:45 ,0.91,782,960,880,62,0.86,618,3
7/2/2023 18:45,18:45 - 19:00 ,0.92,776,851,794,46,0.49,623,3
7/2/2023 19:00,19:00 - 19:15 ,0.84,772,847,735,86,1.26,562,3
7/2/2023 19:15,19:15 - 19:30 ,0.83,766,838,735,92,1.38,555,3
7/2/2023 19:30,19:30 - 19:45 ,0.53,762,860,746,99,1.73,546,1
7/2/2023 19:45,19:45 - 20:00 ,0.57,756,889,753,126,1.73,551,1
7/2/2023 20:00,20:00 - 20:15 ,0.43,733,909,733,147,1.9,545,0
7/2/2023 20:15,20:15 - 20:30 ,0.86,694,826,737,72,1.31,561,3
7/2/2023 20:30,20:30 - 20:45 ,0.94,679,790,753,21,0.43,601,3
7/2/2023 20:45,20:45 - 21:00 ,0.96,671,588,569,14,0.22,603,3
7/2/2023 21:00,21:00 - 21:15 ,0.93,636,71,66,1,0.18,536,3
7/2/2023 21:15,21:15 - 21:30 ,1,0,0,0,0,0,149,3
7/3/2023 9:00,09:00 - 09:15 ,0.96,953,1261,1222,14,0.37,662,3
7/3/2023 9:15,09:15 - 09:30 ,0.56,1000,1144,1039,94,1.62,745,1
7/3/2023 9:30,09:30 - 09:45 ,0.65,1021,1077,956,106,1.52,748,1
7/3/2023 9:45,09:45 - 10:00 ,0.61,1010,1108,1007,89,1.63,745,1
7/3/2023 10:00,10:00 - 10:15 ,0.77,1018,1170,1051,78,1.41,787,2
7/3/2023 10:15,10:15 - 10:30 ,0.3,1052,1179,969,187,2.29,768,0
7/3/2023 10:30,10:30 - 10:45 ,0.22,1084,1280,1059,195,2.68,741,0
7/3/2023 10:45,10:45 - 11:00 ,0.22,1094,1245,1018,218,2.7,741,0
7/3/2023 11:00,11:00 - 11:15 ,0.31,1087,1213,1028,153,2.25,731,0
7/3/2023 11:15,11:15 - 11:30 ,0.41,1074,1165,1022,123,2.05,750,0
7/3/2023 11:30,11:30 - 11:45 ,0.65,1055,1081,983,76,1.84,742,1
7/3/2023 11:45,11:45 - 12:00 ,0.85,1030,1037,947,72,1.47,740,3
7/3/2023 12:00,12:00 - 12:15 ,0.3,1001,979,788,163,2.39,649,0
7/3/2023 12:15,12:15 - 12:30 ,0.88,981,1120,1085,26,1.04,746,3
7/3/2023 12:30,12:30 - 12:45 ,0.94,971,1104,1059,10,0.4,759,3
7/3/2023 12:45,12:45 - 13:00 ,0.96,964,900,870,25,0.72,703,3
7/3/2023 13:00,13:00 - 13:15 ,0.51,958,1041,899,118,1.77,634,1
7/3/2023 13:15,13:15 - 13:30 ,0.33,959,1064,918,137,2.14,656,0
7/3/2023 13:30,13:30 - 13:45 ,0.46,964,1087,945,118,1.9,678,0
7/3/2023 13:45,13:45 - 14:00 ,0.84,961,1021,958,58,1.34,714,3
7/3/2023 14:00,14:00 - 14:15 ,0.92,957,1054,978,31,0.88,714,3
7/3/2023 14:15,14:15 - 14:30 ,0.98,962,985,973,5,0.47,709,3
7/3/2023 14:30,14:30 - 14:45 ,0.94,964,961,912,11,0.4,700,3
7/3/2023 14:45,14:45 - 15:00 ,0.96,963,909,875,23,0.85,659,3
7/3/2023 15:00,15:00 - 15:15 ,0.86,963,1045,947,61,1.31,656,3
7/3/2023 15:15,15:15 - 15:30 ,0.94,961,988,930,46,1.15,698,3
7/3/2023 15:30,15:30 - 15:45 ,0.7,962,1005,887,83,1.49,700,2
7/3/2023 15:45,15:45 - 16:00 ,0.71,960,1103,1015,79,1.56,703,2
7/3/2023 16:00,16:00 - 16:15 ,0.92,952,1013,952,30,1.11,732,3
7/3/2023 16:15,16:15 - 16:30 ,0.92,948,1060,998,56,1.24,723,3
7/3/2023 16:30,16:30 - 16:45 ,0.92,952,1051,981,31,1,714,3
7/3/2023 16:45,16:45 - 17:00 ,0.87,950,979,904,63,1.26,699,3
7/3/2023 17:00,17:00 - 17:15 ,0.24,936,1110,905,168,2.31,662,0
7/3/2023 17:15,17:15 - 17:30 ,0.53,917,1078,979,90,1.8,684,1
7/3/2023 17:30,17:30 - 17:45 ,0.82,902,1094,1017,45,1.32,699,3
7/3/2023 17:45,17:45 - 18:00 ,0.88,878,938,872,58,1.29,696,3
7/3/2023 18:00,18:00 - 18:15 ,0.41,846,1072,848,198,1.98,606,0
7/3/2023 18:15,18:15 - 18:30 ,0.58,820,996,847,136,1.73,612,1
7/3/2023 18:30,18:30 - 18:45 ,0.79,801,945,809,119,1.49,611,2
7/3/2023 18:45,18:45 - 19:00 ,0.7,785,934,772,150,1.54,600,2
7/3/2023 19:00,19:00 - 19:15 ,0.29,770,882,692,177,2.15,534,0
7/3/2023 19:15,19:15 - 19:30 ,0.48,757,860,718,133,1.87,528,0
7/3/2023 19:30,19:30 - 19:45 ,0.27,745,855,654,187,2.28,526,0
7/3/2023 19:45,19:45 - 20:00 ,0.28,725,838,677,151,2.29,523,0
7/3/2023 20:00,20:00 - 20:15 ,0.71,695,819,715,84,1.47,526,2
7/3/2023 20:15,20:15 - 20:30 ,0.9,660,766,697,65,1.23,535,3
7/3/2023 20:30,20:30 - 20:45 ,0.92,641,734,678,37,0.7,547,3
7/3/2023 20:45,20:45 - 21:00 ,0.95,627,583,558,21,0.35,534,3
7/3/2023 21:00,21:00 - 21:15 ,0.76,597,84,67,10,1.56,474,2
7/3/2023 21:15,21:15 - 21:30 ,0,0,1,1,0,12.58,138,2
7/4/2023 9:00,09:00 - 09:15 ,0.86,962,1344,1258,60,0.54,630,3
7/4/2023 9:15,09:15 - 09:30 ,0.3,1007,1233,1040,187,2.23,738,0
7/4/2023 9:30,09:30 - 09:45 ,0.49,1019,1230,1101,103,1.76,793,0
7/4/2023 9:45,09:45 - 10:00 ,0.46,991,1119,999,109,1.83,780,0
7/4/2023 10:00,10:00 - 10:15 ,0.41,983,1239,1081,122,1.95,769,0
7/4/2023 10:15,10:15 - 10:30 ,0.2,1004,1332,1058,253,2.49,753,0
7/4/2023 10:30,10:30 - 10:45 ,0.15,1026,1326,1044,248,2.84,750,0
7/4/2023 10:45,10:45 - 11:00 ,0.16,1028,1253,1001,233,2.66,742,0
7/4/2023 11:00,11:00 - 11:15 ,0.18,1016,1174,976,160,2.65,725,0
7/4/2023 11:15,11:15 - 11:30 ,0.35,1000,1160,1001,141,2.14,750,0
7/4/2023 11:30,11:30 - 11:45 ,0.5,980,1178,1047,103,1.94,739,0
7/4/2023 11:45,11:45 - 12:00 ,0.57,959,1032,917,108,1.8,719,1
7/4/2023 12:00,12:00 - 12:15 ,0.33,933,1010,842,137,2.09,635,0
7/4/2023 12:15,12:15 - 12:30 ,0.92,910,1113,1084,19,0.84,757,3
7/4/2023 12:30,12:30 - 12:45 ,0.97,895,1005,978,2,0.27,766,3
7/4/2023 12:45,12:45 - 13:00 ,0.97,883,883,858,17,0.36,692,3
7/4/2023 13:00,13:00 - 13:15 ,0.61,870,989,875,91,1.47,587,1
7/4/2023 13:15,13:15 - 13:30 ,0.69,863,998,924,62,1.4,652,2
7/4/2023 13:30,13:30 - 13:45 ,0.65,862,1002,902,76,1.38,673,1
7/4/2023 13:45,13:45 - 14:00 ,0.54,864,924,807,108,1.61,652,1
7/4/2023 14:00,14:00 - 14:15 ,0.54,869,976,885,71,1.6,663,1
7/4/2023 14:15,14:15 - 14:30 ,0.6,877,1064,964,86,1.41,732,1
7/4/2023 14:30,14:30 - 14:45 ,0.89,890,1064,1011,33,0.89,768,3
7/4/2023 14:45,14:45 - 15:00 ,0.97,898,916,896,8,0.32,760,3
7/4/2023 15:00,15:00 - 15:15 ,0.72,903,1032,927,77,1.24,690,2
7/4/2023 15:15,15:15 - 15:30 ,0.33,910,1031,872,148,2,671,0
7/4/2023 15:30,15:30 - 15:45 ,0.78,913,1107,1020,53,1.39,722,2
7/4/2023 15:45,15:45 - 16:00 ,0.94,911,1019,974,35,1.08,761,3
7/4/2023 16:00,16:00 - 16:15 ,0.71,910,1034,945,61,1.4,752,2
7/4/2023 16:15,16:15 - 16:30 ,0.37,908,1034,923,106,1.9,749,0
7/4/2023 16:30,16:30 - 16:45 ,0.76,905,1093,983,81,1.48,779,2
7/4/2023 16:45,16:45 - 17:00 ,0.58,895,966,836,103,1.53,733,1
7/4/2023 17:00,17:00 - 17:15 ,0.18,875,900,459,191,2.31,624,0
7/4/2023 17:15,17:15 - 17:30 ,0.13,854,1148,929,208,2.72,659,0
7/4/2023 17:30,17:30 - 17:45 ,0.22,834,1124,921,172,2.36,679,0
7/4/2023 17:45,17:45 - 18:00 ,0.32,811,930,758,156,2.2,667,0
7/4/2023 18:00,18:00 - 18:15 ,0.26,785,1110,869,212,2.17,609,0
7/4/2023 18:15,18:15 - 18:30 ,0.74,770,1078,943,117,1.36,607,2
7/4/2023 18:30,18:30 - 18:45 ,0.89,762,936,838,69,0.81,632,3
7/4/2023 18:45,18:45 - 19:00 ,0.93,756,793,751,31,0.45,622,3
7/4/2023 19:00,19:00 - 19:15 ,0.79,752,875,742,107,1.31,577,2
7/4/2023 19:15,19:15 - 19:30 ,0.61,747,900,762,132,1.66,574,1
7/4/2023 19:30,19:30 - 19:45 ,0.57,742,892,749,117,1.67,562,1
7/4/2023 19:45,19:45 - 20:00 ,0.62,736,850,716,129,1.66,566,1
7/4/2023 20:00,20:00 - 20:15 ,0.33,714,890,713,149,2.1,561,0
7/4/2023 20:15,20:15 - 20:30 ,0.68,676,875,774,93,1.52,575,2
7/4/2023 20:30,20:30 - 20:45 ,0.96,661,776,744,18,0.26,602,3
7/4/2023 20:45,20:45 - 21:00 ,0.98,654,622,607,12,0.21,602,3
7/4/2023 21:00,21:00 - 21:15 ,0.96,620,71,68,0,0.24,547,3
7/4/2023 21:15,21:15 - 21:30 ,1,0,0,0,0,0,168,3
7/5/2023 9:00,09:00 - 09:15 ,0.83,966,1277,1203,74,0.63,624,3
7/5/2023 9:15,09:15 - 09:30 ,0.29,1016,1316,1087,229,2.38,751,0
7/5/2023 9:30,09:30 - 09:45 ,0.31,1026,1229,1056,169,2.21,793,0
7/5/2023 9:45,09:45 - 10:00 ,0.23,995,1181,959,213,2.4,787,0
7/5/2023 10:00,10:00 - 10:15 ,0.24,986,1251,1011,201,2.41,773,0
7/5/2023 10:15,10:15 - 10:30 ,0.16,1002,1238,962,255,2.76,741,0
7/5/2023 10:30,10:30 - 10:45 ,0.12,1021,1295,1002,265,3.11,746,0
7/5/2023 10:45,10:45 - 11:00 ,0.1,1022,1184,890,288,3.3,748,0
7/5/2023 11:00,11:00 - 11:15 ,0.14,1006,1216,969,218,2.89,721,0
7/5/2023 11:15,11:15 - 11:30 ,0.18,986,1217,985,221,2.59,754,0
7/5/2023 11:30,11:30 - 11:45 ,0.27,969,1153,956,165,2.29,762,0
7/5/2023 11:45,11:45 - 12:00 ,0.54,946,1080,974,96,1.82,745,1
7/5/2023 12:00,12:00 - 12:15 ,0.24,921,1059,872,164,2.5,665,0
7/5/2023 12:15,12:15 - 12:30 ,0.91,904,1181,1140,22,1,798,3
7/5/2023 12:30,12:30 - 12:45 ,0.96,893,1085,1061,5,0.39,799,3
7/5/2023 12:45,12:45 - 13:00 ,0.82,883,940,858,76,1.12,702,3
7/5/2023 13:00,13:00 - 13:15 ,0.32,872,963,809,125,2.04,598,0
7/5/2023 13:15,13:15 - 13:30 ,0.52,865,1033,940,82,1.74,661,1
7/5/2023 13:30,13:30 - 13:45 ,0.55,861,968,839,97,1.71,696,1
7/5/2023 13:45,13:45 - 14:00 ,0.33,862,977,832,134,2.08,669,0
7/5/2023 14:00,14:00 - 14:15 ,0.76,862,1044,951,52,1.38,720,2
7/5/2023 14:15,14:15 - 14:30 ,0.94,863,905,866,28,0.96,761,3
7/5/2023 14:30,14:30 - 14:45 ,0.91,872,964,894,47,1.05,744,3
7/5/2023 14:45,14:45 - 15:00 ,0.78,879,954,876,72,1.23,744,2
7/5/2023 15:00,15:00 - 15:15 ,0.45,881,1038,908,101,1.74,722,0
7/5/2023 15:15,15:15 - 15:30 ,0.68,887,980,894,76,1.6,746,2
7/5/2023 15:30,15:30 - 15:45 ,0.57,892,1127,1030,65,1.63,752,1
7/5/2023 15:45,15:45 - 16:00 ,0.57,893,990,897,85,1.59,769,1
7/5/2023 16:00,16:00 - 16:15 ,0.37,895,1099,939,125,2.02,744,0
7/5/2023 16:15,16:15 - 16:30 ,0.81,895,1031,947,75,1.49,786,3
7/5/2023 16:30,16:30 - 16:45 ,0.68,891,1092,1006,65,1.35,786,2
7/5/2023 16:45,16:45 - 17:00 ,0.55,883,955,841,104,1.6,747,1
7/5/2023 17:00,17:00 - 17:15 ,0.22,866,1074,855,177,2.42,655,0
7/5/2023 17:15,17:15 - 17:30 ,0.49,846,1073,959,102,1.94,674,0
7/5/2023 17:30,17:30 - 17:45 ,0.7,826,1031,924,76,1.52,681,2
7/5/2023 17:45,17:45 - 18:00 ,0.66,804,932,842,77,1.52,657,2
7/5/2023 18:00,18:00 - 18:15 ,0.48,782,995,836,139,1.73,558,0
7/5/2023 18:15,18:15 - 18:30 ,0.62,767,999,869,126,1.64,571,1
7/5/2023 18:30,18:30 - 18:45 ,0.92,757,933,867,46,0.8,600,3
7/5/2023 18:45,18:45 - 19:00 ,0.91,752,878,810,54,0.79,602,3
7/5/2023 19:00,19:00 - 19:15 ,0.73,748,861,731,113,1.37,559,2
7/5/2023 19:15,19:15 - 19:30 ,0.58,744,833,707,117,1.7,551,1
7/5/2023 19:30,19:30 - 19:45 ,0.34,742,954,741,192,2.11,555,0
7/5/2023 19:45,19:45 - 20:00 ,0.39,735,853,716,130,2.08,561,0
7/5/2023 20:00,20:00 - 20:15 ,0.65,714,842,726,93,1.61,565,1
7/5/2023 20:15,20:15 - 20:30 ,0.47,683,888,734,149,2.07,562,0
7/5/2023 20:30,20:30 - 20:45 ,0.87,668,858,767,79,1.17,579,3
7/5/2023 20:45,20:45 - 21:00 ,0.95,659,634,606,23,0.3,579,3
7/5/2023 21:00,21:00 - 21:15 ,0.63,632,113,98,11,1.57,511,1
7/5/2023 21:15,21:15 - 21:30 ,1,0,0,0,0,0,151,3
7/6/2023 9:00,09:00 - 09:15 ,0.98,951,1275,1255,20,0.39,636,3
7/6/2023 9:15,09:15 - 09:30 ,0.44,996,1201,1078,121,1.74,788,0
7/6/2023 9:30,09:30 - 09:45 ,0.53,1007,1107,1022,81,1.57,804,1
7/6/2023 9:45,09:45 - 10:00 ,0.56,978,1120,994,117,1.71,784,1
7/6/2023 10:00,10:00 - 10:15 ,0.47,969,1211,1052,117,1.73,770,0
7/6/2023 10:15,10:15 - 10:30 ,0.17,987,1256,990,239,2.51,766,0
7/6/2023 10:30,10:30 - 10:45 ,0.2,1006,1264,1029,202,2.44,781,0
7/6/2023 10:45,10:45 - 11:00 ,0.2,1006,1299,1055,223,2.51,758,0
7/6/2023 11:00,11:00 - 11:15 ,0.14,993,1180,924,214,2.79,738,0
7/6/2023 11:15,11:15 - 11:30 ,0.24,976,1174,990,154,2.53,758,0
7/6/2023 11:30,11:30 - 11:45 ,0.37,954,1148,980,138,2.08,766,0
7/6/2023 11:45,11:45 - 12:00 ,0.39,930,1062,917,124,2.11,746,0
7/6/2023 12:00,12:00 - 12:15 ,0.18,908,1057,851,184,2.65,631,0
7/6/2023 12:15,12:15 - 12:30 ,0.9,887,1200,1150,43,1.1,749,3
7/6/2023 12:30,12:30 - 12:45 ,0.97,872,1040,1006,10,0.52,748,3
7/6/2023 12:45,12:45 - 13:00 ,0.88,863,944,881,53,0.89,686,3
7/6/2023 13:00,13:00 - 13:15 ,0.35,853,928,800,97,1.91,613,0
7/6/2023 13:15,13:15 - 13:30 ,0.57,849,962,877,84,1.59,642,1
7/6/2023 13:30,13:30 - 13:45 ,0.62,851,963,867,85,1.58,657,1
7/6/2023 13:45,13:45 - 14:00 ,0.5,853,964,866,89,1.82,662,0
7/6/2023 14:00,14:00 - 14:15 ,0.74,856,996,894,65,1.4,683,2
7/6/2023 14:15,14:15 - 14:30 ,0.72,864,962,892,62,1.48,715,2
7/6/2023 14:30,14:30 - 14:45 ,0.75,874,1066,985,51,1.31,729,2
7/6/2023 14:45,14:45 - 15:00 ,0.94,880,994,949,38,0.92,731,3
7/6/2023 15:00,15:00 - 15:15 ,0.83,881,1053,963,56,1.19,722,3
7/6/2023 15:15,15:15 - 15:30 ,0.61,884,1024,939,79,1.53,717,1
7/6/2023 15:30,15:30 - 15:45 ,0.41,888,1084,959,100,1.83,707,0
7/6/2023 15:45,15:45 - 16:00 ,0.67,891,1048,936,106,1.6,730,2
7/6/2023 16:00,16:00 - 16:15 ,0.58,889,1065,965,70,1.56,711,1
7/6/2023 16:15,16:15 - 16:30 ,0.69,887,975,891,69,1.49,713,2
7/6/2023 16:30,16:30 - 16:45 ,0.91,882,1048,980,34,1.03,730,3
7/6/2023 16:45,16:45 - 17:00 ,0.71,871,961,863,90,1.51,707,2
7/6/2023 17:00,17:00 - 17:15 ,0.38,855,987,824,128,2.01,639,0
7/6/2023 17:15,17:15 - 17:30 ,0.5,837,983,884,85,1.92,651,0
7/6/2023 17:30,17:30 - 17:45 ,0.69,819,1110,1006,66,1.5,681,2
7/6/2023 17:45,17:45 - 18:00 ,0.74,797,907,808,86,1.44,659,2
7/6/2023 18:00,18:00 - 18:15 ,0.44,775,1072,876,165,1.78,589,0
7/6/2023 18:15,18:15 - 18:30 ,0.67,759,937,811,108,1.48,580,2
7/6/2023 18:30,18:30 - 18:45 ,0.88,747,892,808,65,0.95,581,3
7/6/2023 18:45,18:45 - 19:00 ,0.93,739,882,825,49,0.6,590,3
7/6/2023 19:00,19:00 - 19:15 ,0.89,734,825,739,70,1,546,3
7/6/2023 19:15,19:15 - 19:30 ,0.89,731,779,695,74,1.01,542,3
7/6/2023 19:30,19:30 - 19:45 ,0.67,726,820,710,93,1.53,522,2
7/6/2023 19:45,19:45 - 20:00 ,0.85,721,797,692,103,1.24,535,3
7/6/2023 20:00,20:00 - 20:15 ,0.66,706,838,712,110,1.61,532,2
7/6/2023 20:15,20:15 - 20:30 ,0.78,675,825,744,76,1.43,551,2
7/6/2023 20:30,20:30 - 20:45 ,0.93,661,826,770,39,0.55,571,3
7/6/2023 20:45,20:45 - 21:00 ,0.97,657,584,569,11,0.2,563,3
7/6/2023 21:00,21:00 - 21:15 ,0.86,631,86,74,3,0.74,504,3
7/6/2023 21:15,21:15 - 21:30 ,1,0,0,0,0,0,158,3
7/7/2023 9:00,09:00 - 09:15 ,0.97,954,1240,1202,9,0.37,657,3
7/7/2023 9:15,09:15 - 09:30 ,0.74,1001,1130,1036,86,1.38,732,2
7/7/2023 9:30,09:30 - 09:45 ,0.68,1015,1108,999,93,1.58,756,2
7/7/2023 9:45,09:45 - 10:00 ,0.59,997,1080,997,76,1.69,749,1
7/7/2023 10:00,10:00 - 10:15 ,0.68,1001,1198,1073,96,1.44,756,2
7/7/2023 10:15,10:15 - 10:30 ,0.19,1027,1274,998,265,2.52,730,0
7/7/2023 10:30,10:30 - 10:45 ,0.23,1051,1265,1044,195,2.37,744,0
7/7/2023 10:45,10:45 - 11:00 ,0.22,1058,1316,1067,233,2.45,744,0
7/7/2023 11:00,11:00 - 11:15 ,0.14,1049,1306,1027,251,2.83,733,0
7/7/2023 11:15,11:15 - 11:30 ,0.17,1034,1306,1049,248,2.68,735,0
7/7/2023 11:30,11:30 - 11:45 ,0.28,1017,1264,1048,186,2.3,738,0
7/7/2023 11:45,11:45 - 12:00 ,0.53,993,1163,1024,133,1.79,737,1
7/7/2023 12:00,12:00 - 12:15 ,0.31,966,1052,853,172,2.15,658,0
7/7/2023 12:15,12:15 - 12:30 ,0.9,951,1170,1124,36,1.01,729,3
7/7/2023 12:30,12:30 - 12:45 ,0.97,942,1060,1031,10,0.39,766,3
7/7/2023 12:45,12:45 - 13:00 ,0.98,932,977,958,13,0.48,717,3
7/7/2023 13:00,13:00 - 13:15 ,0.68,929,982,882,77,1.41,624,2
7/7/2023 13:15,13:15 - 13:30 ,0.6,933,999,911,80,1.66,672,1
